source_type,source_native_id,event_date,title_or_name,doi,venue,topics,candidate_family,retrieved_candidate_families,auto_in_scope,auto_primary_technology_id,auto_secondary_technology_ids,auto_confidence,auto_false_positive_type,screening_reason,evidence_excerpt,retrieval_evidence_scope,ai_prereview_status,ai_suggested_in_scope,ai_suggested_primary_technology_id,ai_review_note,gold_status,gold_in_scope,gold_primary_technology_id,reviewer_note
science,https://openalex.org/W2045530696,2014-12-30,Personalized Keystroke Dynamics for Self-Powered Human–Machine Interfacing,https://doi.org/10.1021/nn506832w,ACS Nano,"[""User Authentication and Security Systems"", ""Interactive and Immersive Displays"", ""Tactile and Sensory Interactions""]",T13,"[""T13""]",False,,[],LOW,GENERIC_AI,AI signal ['artificial intelligence'] present but no AI-for-cybersecurity family passed term/context rules,"The computer keyboard is one of the most common, reliable, accessible, and effective tools used for human--machine interfacing and information exchange. Although keyboards have been used for hundreds of years for advancing human civilization, studying human behavior by keystroke dynamics using smart keyboards remains a great challenge. Here we report a self-powered, non-mechanical-punching keyboard enabled by contact electrification between human fingers and keys, which converts mechanical stimuli applied to the keyboard into local electronic signals without applying an external power. The intelligent keyboard (IKB) can not only sensitively trigger a wireless alarm system once gentle finger tapping occurs but also trace and record typed content by detecting both the dynamic time intervals between and during the inputting of letters and the force used for each typing action. Such features hold promise for its use as a smart security system that can realize detection, alert, recording, and identification. Moreover, the IKB is able to identify personal characteristics from different individuals, assisted by the behavioral biometric of keystroke dynamics. Furthermore, the IKB can effectively harness typing motions for electricity to charge commercial electronics at arbitrary typing speeds greater than 100 characters per min. Given the above features, the IKB can be potentially applied not only to self-powered electronics but also to artificial intelligence, cyber security, and computer or network access control.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2478355331,2016-07-27,Fusion of eye movement and mouse dynamics for reliable behavioral biometrics,https://doi.org/10.1007/s10044-016-0568-5,Pattern Analysis and Applications,"[""User Authentication and Security Systems"", ""Glaucoma and retinal disorders"", ""Biometric Identification and Security""]",T13,"[""T13""]",False,,[],REJECT,NO_AI_SIGNAL,cybersecurity capability found but no AI-method anchor,"This paper presents the first attempt to fuse two different kinds of behavioral biometrics: mouse dynamics and eye movement biometrics. Mouse dynamics were collected without any special equipment, while an affordable The Eye Tribe eye tracker was used to gather eye movement data at a frequency of 30 Hz, which is also potentially possible using a common web camera. We showed that a fusion of these techniques is quite natural and it is easy to prepare an experiment that collects both traits simultaneously. Moreover, the fusion of information from both signals gave 6.8 % equal error rate and 92.9 % accuracy for relatively short registration time (20 s on average). Achieving such results were possible using dissimilarity matrices based on dynamic time warping distance.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2912868009,2019-02-17,An Insider Threat Detection Approach Based on Mouse Dynamics and Deep Learning,https://doi.org/10.1155/2019/3898951,Security and Communication Networks,"[""User Authentication and Security Systems"", ""Advanced Malware Detection Techniques"", ""Emotion and Mood Recognition""]",T13,"[""T13""]",True,T03,[],HIGH,,"AI=['deep learning']; family=['malware detection', 'NO_REQUIRED_CONTEXT']","In the current intranet environment, information is becoming more readily accessed and replicated across a wide range of interconnected systems. Anyone using the intranet computer may access content that he does not have permission to access. For an insider attacker, it is relatively easy to steal a colleague’s password or use an unattended computer to launch an attack. A common one-time user authentication method may not work in this situation. In this paper, we propose a user authentication method based on mouse biobehavioral characteristics and deep learning, which can accurately and efficiently perform continuous identity authentication on current computer users, thus to address insider threats. We used an open-source dataset with ten users to carry out experiments, and the experimental results demonstrated the effectiveness of the approach. This approach can complete a user authentication task approximately every 7 seconds, with a false acceptance rate of 2.94% and a false rejection rate of 2.28%.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2022880863,2012-01-01,Security Through Behavioral Biometrics and Artificial Intelligence,https://doi.org/10.1016/j.procs.2012.09.093,Procedia Computer Science,"[""User Authentication and Security Systems"", ""Biometric Identification and Security"", ""Digital and Cyber Forensics""]",T13,"[""T13""]",True,T13,[],HIGH,,"AI=['artificial intelligence']; family=['behavioral biometrics', 'NO_REQUIRED_CONTEXT']","The purpose of this paper is to validate a method of collecting and analyzing behavioral biometric data in order to authenticate a user's identity. The method uses the time to transition from one finger to another while typing, a form of Key Interval Time biometrics (KIT). The analysis is performed using feed-forward neural nets. The User Rights and Integrity Enforcement Logic platform, URIEL, was developed to implement this methodology. The URIEL system analyzes KIT data in near-real-time. Its purpose is to demonstrate an effective means of authenticating and distinguishing amongst a group of privileged users. This concept is being assessed through live human trials. The first trial to be completed was an anonymous trial whose volunteer participants were student members of the Physics Computer Science and Engineering Department of Christopher Newport University. The high level of uniformity in this population increased the difficulty in distinguishing between individuals thereby simulating the URIEL platform's intended purpose: the regulation and identification of a small group of privileged users. The results of the first trial were encouraging and are presented here along with a discussion of the impact of variations of the methodology on the results.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2914057541,2019-01-01,"Application of Big Data and Machine Learning in Smart Grid, and Associated Security Concerns: A Review",https://doi.org/10.1109/access.2019.2894819,IEEE Access,"[""Smart Grid Security and Resilience"", ""Blockchain Technology Applications and Security"", ""Smart Grid Energy Management""]",T14,"[""T14""]",False,,[],LOW,GENERIC_AI,AI signal ['machine learning'] present but no AI-for-cybersecurity family passed term/context rules,"This paper conducts a comprehensive study on the application of big data and machine learning in the electrical power grid introduced through the emergence of the next-generation power system-the smart grid (SG). Connectivity lies at the core of this new grid infrastructure, which is provided by the Internet of Things (IoT). This connectivity, and constant communication required in this system, also introduced a massive data volume that demands techniques far superior to conventional methods for proper analysis and decision-making. The IoT-integrated SG system can provide efficient load forecasting and data acquisition technique along with cost-effectiveness. Big data analysis and machine learning techniques are essential to reaping these benefits. In the complex connected system of SG, cyber security becomes a critical issue; IoT devices and their data turning into major targets of attacks. Such security concerns and their solutions are also included in this paper. Key information obtained through literature review is tabulated in the corresponding sections to provide a clear synopsis; and the findings of this rigorous review are listed to give a concise picture of this area of study and promising future fields of academic and industrial research, with current limitations with viable solutions along with their effectiveness.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2117573971,2013-01-01,A review of dynamic and intelligent honeypots,https://doi.org/10.2306/scienceasia1513-1874.2013.39s.001,ScienceAsia,"[""Network Security and Intrusion Detection"", ""Advanced Malware Detection Techniques"", ""Network Packet Processing and Optimization""]",T14,"[""T14""]",False,,[],REJECT,NO_AI_SIGNAL,cybersecurity capability found but no AI-method anchor,"A honeypot is a computer resource that is deployed in the network to attract attackers. It is designed to be attacked and misused by them. The functionality of a honeypot depends on its technical configuration made by the system administrators. To properly blend in with the environment, a honeypot must be configured to mimic the production hosts within the network environment which is very dynamic. This paper reviews research on dynamic and intelligent honeypots.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2921237497,2019-01-01,Cyberpulse: A Machine Learning Based Link Flooding Attack Mitigation System for Software Defined Networks,https://doi.org/10.1109/access.2019.2904236,IEEE Access,"[""Network Security and Intrusion Detection"", ""Software-Defined Networks and 5G"", ""Smart Grid Security and Resilience""]",T14,"[""T14""]",True,T04,[],HIGH,,"AI=['machine learning', 'deep learning']; family=['intrusion detection', 'network', 'traffic']","Software-defined networking (SDN) offers a novel paradigm for effective network management by decoupling the control plane from the data plane thereby allowing a high level of manageability and programmability. However, the notion of a centralized controller becomes a bottleneck by opening up a host of vulnerabilities to various types of attacks. One of the most harmful, stealthy, and easy to launch attacks against networked systems is the link flooding attack (LFA). In this paper, we demonstrate the vulnerability of the SDN control layer to LFA and how the attack strategy differs when targeting traditional networks which primarily involves attacking the links directly. In LFA, the attacker employs bots to surreptitiously send low rate legitimate traffic on the control channel which ultimately results in disconnecting control plane from the data plane. Mitigating LFA on the control channel remains a challenge in the network security paradigm with the use of network traffic filtering only. To address this challenge, we propose CyberPulse, a novel effective countermeasure, underpinning a machine learning-based classifier to alleviate LFA in SDN. CyberPulse performs network surveillance by classifying network traffic using deep learning techniques and is implemented as an extension module in the Floodlight controller. CyberPulse was evaluated for its accuracy, false positive rate, and effectiveness as compared to competing approaches on realistic networks generated using Mininet. The results show that CyberPulse can classify malicious flows with high accuracy and mitigate them","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2988043334,2019-11-05,Moving target defense for embedded deep visual sensing against adversarial examples,https://doi.org/10.1145/3356250.3360025,,"[""Adversarial Robustness in Machine Learning"", ""Anomaly Detection Techniques and Applications"", ""Advanced Neural Network Applications""]",T14,"[""T14""]",True,T14,[],HIGH,,"AI=['machine learning', 'deep learning', 'neural network']; family=['moving target defense', 'NO_REQUIRED_CONTEXT']","Deep learning-based visual sensing has achieved attractive accuracy but is shown vulnerable to adversarial example attacks. Specifically, once the attackers obtain the deep model, they can construct adversarial examples to mislead the model to yield wrong classification results. Deployable adversarial examples such as small stickers pasted on the road signs and lanes have been shown effective in misleading advanced driver-assistance systems. Many existing countermeasures against adversarial examples build their security on the attackers' ignorance of the defense mechanisms. Thus, they fall short of following Kerckhoffs's principle and can be subverted once the attackers know the details of the defense. This paper applies the strategy of moving target defense (MTD) to generate multiple new deep models after system deployment, that will collaboratively detect and thwart adversarial examples. Our MTD design is based on the adversarial examples' minor transferability across different models. The post-deployment dynamically generated models significantly increase the bar of successful attacks. We also apply serial data fusion with early stopping to reduce the inference time by a factor of up to 5. Evaluation based on four datasets including a road sign dataset and two GPU-equipped Jetson embedded computing platforms shows the effectiveness of our approach.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W2793826631,2018-03-22,Can we accelerate medicinal chemistry by augmenting the chemist with Big Data and artificial intelligence?,https://doi.org/10.1016/j.drudis.2018.03.011,Drug Discovery Today,"[""Computational Drug Discovery Methods"", ""Innovative Microfluidic and Catalytic Techniques Innovation"", ""Advanced Biosensing Techniques and Applications""]",T15,"[""T15""]",False,,[],LOW,GENERIC_AI,AI signal ['artificial intelligence'] present but no AI-for-cybersecurity family passed term/context rules,,"OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W3002929844,2020-01-01,Exploring the state of science stereotypes: Systematic review and meta‐analysis of the Draw‐A‐Scientist Checklist,https://doi.org/10.1111/ssm.12382,School Science and Mathematics,"[""Science Education and Perceptions"", ""Animal and Plant Science Education"", ""Science Education and Pedagogy""]",T15,"[""T15""]",False,,[],REJECT,NO_AI_SIGNAL,cybersecurity capability found but no AI-method anchor,"Abstract This systematic review and meta‐analysis examined recent articles that have used the 1995 Draw‐A‐Scientist Checklist (DAST‐C). This study was focused on the current state of students' stereotypes of scientists and the appropriateness of the DAST‐C as a tool to assess these perceptions. Articles included in the review were published between 2003 and 2018, resulting in n = 30 studies. Mean results across studies are presented to describe current stereotypes of scientists, and the current format of the DAST‐C is evaluated. Findings suggest that students' perceptions of scientists have largely remained consistent across time: scientists are still perceived as Caucasian, middle‐aged or elderly males who wear lab coats and work indoors. However, while the DAST‐C is a generally appropriate measure to assess students' perceptions of scientists, recommended revisions to the DAST‐C could assist in capturing more modern scientist stereotypes and culturally bound perceptions of scientists.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W4292158679,2022-08-17,Explainability-based Debugging of Machine Learning for Vulnerability Discovery,https://doi.org/10.1145/3538969.3543809,"Proceedings of the 17th International Conference on Availability, Reliability and Security","[""Adversarial Robustness in Machine Learning"", ""Explainable Artificial Intelligence (XAI)"", ""Software Engineering Research""]",T15,"[""T15""]",True,T01,[],HIGH,,"AI=['artificial intelligence', 'machine learning', 'XAI']; family=['vulnerability discovery', 'software']","Machine learning has been successfully used for increasingly complex and critical tasks, achieving high performance and efficiency that would not be possible for human operators. Unfortunately, recent studies have shown that, despite its power, this technology tends to learn spurious correlations from data, making it weak and susceptible to manipulation. Explainability techniques are often used to identify the most relevant features contributing to the decision. However, this is often done by taking examples one by one and trying to show the problem locally. To mitigate this issue, we propose in this paper a systematic method to leverage explainability techniques and build on their results to highlight problems in the model design and training. With an empirical analysis on the Devign dataset, we validate the proposed methodology with a CodeBERT model trained for vulnerability discovery, showing that, despite its impressive performances, spurious correlations consistently steer its decision.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
science,https://openalex.org/W3049398420,2020-01-01,Vulnerability Prediction From Source Code Using Machine Learning,https://doi.org/10.1109/access.2020.3016774,IEEE Access,"[""Software Engineering Research"", ""Advanced Malware Detection Techniques"", ""Software Reliability and Analysis Research""]",T15,"[""T15""]",True,T03,[],HIGH,,"AI=['machine learning']; family=['malware detection', 'NO_REQUIRED_CONTEXT']","As the role of information and communication technologies gradually increases in our lives, software security becomes a major issue to provide protection against malicious attempts and to avoid ending up with noncompensable damages to the system. With the advent of data-driven techniques, there is now a growing interest in how to leverage machine learning (ML) as a software assurance method to build trustworthy software systems. In this study, we examine how to predict software vulnerabilities from source code by employing ML prior to their release. To this end, we develop a source code representation method that enables us to perform intelligent analysis on the Abstract Syntax Tree (AST) form of source code and then investigate whether ML can distinguish vulnerable and nonvulnerable code fragments. To make a comprehensive performance evaluation, we use a public dataset that contains a large amount of function-level real source code parts mined from open-source projects and carefully labeled according to the type of vulnerability if they have any.We show the effectiveness of our proposed method for vulnerability prediction from source code by carrying out exhaustive and realistic experiments under different regimes in comparison with state-of-art methods.","OpenAlex search covers title/abstract/fulltext; stored Pilot evidence currently includes title metadata plus reconstructed abstract, not fulltext.",,,,,,,,
